split,label,width,height,path
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_285_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_285_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_285_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_285_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_285_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_286_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_287_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_288_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_289_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_290_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_291_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_292_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_293_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_294_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_295_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_296_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_297_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_298_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_299_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_300_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_301_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_302_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_302_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_302_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_302_f11.jpg
